"","Start","End","chr","Symbol","genetype","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"gene3630",55040076,55073291,"3","LOC113889651","lncRNA",NA,-2.50379251826653,-0.569525603844928,-7.64720581332022,6.93955082752674e-08,3.77645878904439e-05,7.91083047417593
"gene7541",36492384,36549974,"6","HERC6","protein_coding","527520",-1.25969769448783,1.76933313119798,-7.45050918977988,1.08508554429622e-07,4.87001384060895e-05,7.85936757670799
"gene9080",88762978,88872530,"7","RAD50","protein_coding","788127",0.693001510773232,4.78671738054396,7.54379128437555,8.77247250778554e-08,4.35269444724536e-05,7.83132107207532
"gene3632",55070977,55131614,"3","KYAT3","protein_coding","508712",-1.06786684652602,3.80072256629314,-7.44573971833064,1.09697999966295e-07,4.87001384060895e-05,7.72982757078973
"gene10359",59739204,59741823,"8","SPAG8","protein_coding","514627",1.1688892575852,2.68713922523027,7.37859062054312,1.27936933294118e-07,5.13880015398041e-05,7.6684503485769
"gene10642",81602597,81944656,"8","FANCC","protein_coding","281762",0.82771639684514,3.83663862590352,7.39390854049584,1.23519563674256e-07,5.13880015398041e-05,7.60087750302137
"gene32183",54629,62373,"NW_020867479.1","LOC113888793","protein_coding",NA,-3.40937948219746,0.622934712383963,-7.38032906701064,1.27427561610039e-07,5.13880015398041e-05,7.57272785460846
"gene28471",1310878,1317996,"27","LOC113884883","lncRNA",NA,0.580961789578123,5.00951344463713,7.40689320797537,1.19897587096738e-07,5.13880015398041e-05,7.49382040710212
"gene5491",112036322,112065110,"4","C4H7orf57","protein_coding","614195",-1.2229303835723,3.26468450950212,-7.30922911485995,1.50059073843649e-07,5.88720133893573e-05,7.44787054708886
"gene22796",45685025,45706809,"19","KIF18B","protein_coding","511170",-0.95677805223134,2.29242813865214,-7.26349235788309,1.6675728425907e-07,6.35875010008211e-05,7.42538663138435
"gene32022",37309,49240,"NW_020867178.1","LOC113888621","protein_coding",NA,5.57051603244006,0.479893351421643,7.46970089015829,1.03854460705819e-07,4.86673542251992e-05,7.4064868274126
"gene22755",44506179,44521703,"19","ETV4","protein_coding","533129",0.814314488696727,3.36694230953271,7.25214272809357,1.71188253930904e-07,6.35875010008211e-05,7.30809574960543
"gene10329",58939602,58946360,"8","FAM205C","protein_coding","767962",-1.52478430459875,0.97004979447456,-7.20610471709204,1.90434841601506e-07,6.59578011542045e-05,7.30158193138647
"gene18939",60705248,60753976,"16","LHX4","protein_coding","540797",-1.68055767197098,0.950540310273025,-7.20352063814522,1.91578675551631e-07,6.59578011542045e-05,7.29798632279178
"gene12841",70314216,70354389,"10","LOC113900488","protein_coding",NA,-0.806115049384609,4.00176529597336,-7.24662401455424,1.73386191229269e-07,6.35875010008211e-05,7.23047227575903
"gene28285",32813595,32820300,"26","EXOSC1","protein_coding","506018",0.666937863414339,4.11692959912736,7.23432410990813,1.78389471335489e-07,6.40304336474403e-05,7.19384455854945
"gene10226",41448844,41463065,"8","LOC113897075","lncRNA",NA,-1.12937825672242,2.5925511479866,-7.07935253825155,2.55714529293574e-07,8.6278082183652e-05,7.00178563343776
"gene13131",102628339,102646646,"10","LOC113899273","lncRNA",NA,1.3389359797556,2.18409727089203,7.01524407499827,2.97056179227446e-07,9.47951511431008e-05,6.87506956829598
"gene31311",95115538,95141695,"X","LOC113887530","protein_coding",NA,-3.66801455961216,0.491494630759507,-7.02615829813297,2.89562577939842e-07,9.47951511431008e-05,6.78743141262221
"gene32097",13254,59059,"NW_020867367.1","LOC113888702","protein_coding",NA,-4.66840525021459,1.62887130667894,-6.96504809099742,3.34160754364747e-07,9.71946883816084e-05,6.73602642978936
"gene8908",70594718,70613859,"7","LOC113895506","lncRNA",NA,0.993912661731738,3.32440670898192,6.98712025953633,3.17293627551016e-07,9.55847052997437e-05,6.71713221778398
"gene24602",305283,317091,"22","CHST13","protein_coding","523460",1.23980611926356,4.06299542643996,7.00434117013499,3.04740218051029e-07,9.47951511431008e-05,6.67240732190946
"gene12177",19719091,19766157,"10","RPGRIP1","protein_coding","282656",-0.950401748240036,3.81446423211924,-6.99834356560719,3.09053545516926e-07,9.47951511431008e-05,6.67006349470906
"gene24092",31026350,31045387,"21","CHRNA3","protein_coding","282702",1.28853420659525,4.37800928314939,6.97599752640455,3.25681711154129e-07,9.63903590731607e-05,6.56786790191068
"gene8083",113726412,113894093,"6","ABLIM2","protein_coding","618227",0.485793277099911,6.96985664454861,7.00042210369399,3.07551685427891e-07,9.47951511431008e-05,6.41992949289848
"gene9325",94801552,94804040,"7","TMEM205","protein_coding","513699",-1.73748719375351,1.54441502379288,-6.7866336188835,5.09038815870085e-07,0.000134179450370755,6.3710989002413
"gene24995",17781576,17793598,"22","RPP14","protein_coding","515208",-3.29624411996351,0.642303774956556,-6.82530049712834,4.64503489751909e-07,0.000124383712255789,6.36803052506019
"gene10328",58896464,58902529,"8","LOC113897149","protein_coding",NA,1.93323682853995,-0.248859742827939,6.83761546255671,4.51171930742916e-07,0.000124383712255789,6.32618359268018
"gene4403",120729248,120732468,"3","LOC113890286","protein_coding",NA,-2.61063480842838,-0.650537512003616,-6.87048634407248,4.17469846505111e-07,0.000117378605175687,6.30346854679419
"gene263",44261617,44290279,"1","LOC113902746","protein_coding",NA,1.7053658093353,0.254133431177508,6.75664452281134,5.4656800744319e-07,0.000141855419777948,6.24438824999993
"gene6708",70140376,70317351,"5","LOC113893741","lncRNA",NA,2.50332347977553,0.538474512466642,6.64691409050654,7.09722153183911e-07,0.000164013872934419,5.98408813948967
"gene11572",86885340,86901180,"9","NUP43","protein_coding","520174",-0.701465281320698,4.66012140522706,-6.74242110325662,5.65344520404518e-07,0.000144505485745822,5.96782741472399
"gene18592",38511954,38519655,"16","LOC113906533","lncRNA",NA,1.28439615530563,0.722816526943002,6.60501353004285,7.84464383242082e-07,0.000176452188603919,5.94080595173434
"gene27071",4465089,4466000,"25","LOC113883641","lncRNA",NA,2.18904860926,-1.49234840236252,6.82872842535223,4.60752645458209e-07,0.000124383712255789,5.91657233902023
"gene4023",100713233,100716670,"3","CCDC163","protein_coding",NA,-1.70117039158285,1.19137553226044,-6.57890176198555,8.3506116693003e-07,0.000182954310209216,5.89661937146662
"gene24518",67591887,67597878,"21","LBHD2","protein_coding",NA,-3.60422627459454,-0.948881223078317,-6.73231673497106,5.79082705258806e-07,0.000145807839368896,5.84020253675933
"gene9514",98880152,98904117,"7","IL27RA","protein_coding","514529",-0.593014744033172,4.60559803220703,-6.68582808292832,6.46822216102679e-07,0.000155884154080746,5.8302190990037
"gene17956",55080993,55096510,"15","IFT46","protein_coding","505579",-0.532935910017863,4.58548999784071,-6.66995860408488,6.71755866776978e-07,0.000158326374597722,5.80210256182612
"gene23196",61767415,61781385,"19","LOC113878167","lncRNA",NA,-2.43001908869901,-1.58408600973217,-6.69980632807715,6.25643526218755e-07,0.0001552147983428,5.78624982773969
"gene18698",44949636,44963454,"16","LOC113906214","protein_coding",NA,-4.35318072601893,0.0553163281676338,-6.62862018308406,7.41417390483305e-07,0.000169023126722343,5.76618591572436
"gene10326",58712018,58794192,"8","LOC113897152","lncRNA",NA,-1.18326730897775,0.996440303687517,-6.51251706328196,9.79236388226305e-07,0.000204347252937827,5.7436579729505
"gene21307",41684881,41710917,"18","BBS2","protein_coding","533611",-0.626729548365403,5.09146394805056,-6.66748732640227,6.75726080085121e-07,0.000158326374597722,5.74329016754564
"gene9455",97412233,97414299,"7","LOC113896646","lncRNA",NA,3.72354605901742,-2.27663628737241,6.94534896501522,3.49988363230665e-07,0.000100072943859345,5.73992388982682
"gene15767",44918095,44920418,"13","LOC113903482","lncRNA",NA,3.79350149351795,3.55514563140277,6.51064207711255,9.83658709105323e-07,0.000204347252937827,5.68918757992437
"gene8736",66987811,67005233,"7","PWWP3A","protein_coding",NA,-0.946307068228179,7.17867705130451,-6.68731924093368,6.44528469054013e-07,0.000155884154080746,5.66624298250316
"gene27707",39810978,39830212,"25","MEFV","protein_coding","529195",1.30644296711023,2.16043569664725,6.47022067775291,1.08411409894166e-06,0.000210939231811528,5.61205839746813
"gene637",82754950,82762873,"1","LOC113891523","protein_coding",NA,2.52178653675725,3.37176080762322,6.4934435781541,1.02518584814044e-06,0.000208372111543725,5.59166728443403
"gene6423",59996610,60035618,"5","AMDHD1","protein_coding","505315",1.02497978048744,4.23300095743848,6.55622683359962,8.81696217868556e-07,0.000190695066608238,5.58795785907882
"gene4883",31861078,31943132,"4","IQUB","protein_coding","536449",-1.15636888659913,2.43295897269186,-6.46879925965662,1.08783124882056e-06,0.000210939231811528,5.57546061792092
"gene3437",33803078,33820775,"3","LOC113889503","protein_coding",NA,-3.51137531383184,0.796538192315223,-6.45545085143995,1.12337931988862e-06,0.000215356921892284,5.55423384700382
"gene31613",126889419,126997252,"X","LOC113886666","protein_coding",NA,-0.649949587764404,3.42625940041047,-6.50659629938419,9.93270583337395e-07,0.000204347252937827,5.54642396314762
"gene32763",53,14411,"NW_020868201.1","LOC113889414","protein_coding",NA,2.29302006133507,2.19725376052593,6.40836919185003,1.25850135051293e-06,0.000230770845469056,5.47662611101895
"gene32481",4085,8803,"NW_020867696.1","LOC113889116","lncRNA",NA,-0.992260303787539,3.42293390237752,-6.47095017783393,1.08221141681949e-06,0.000210939231811528,5.4519302217126
"gene32182",50808,54299,"NW_020867479.1","LOC113888794","protein_coding",NA,-4.35007675358554,-1.35180896946929,-6.58742074149735,8.18197845941272e-07,0.000181618390276701,5.40202138143528
"gene2323",125086095,125108830,"2","RPA2","protein_coding","507912",-0.666934719491605,4.27177861673001,-6.47441315078037,1.07322564487113e-06,0.000210939231811528,5.36859070052447
"gene3141",20853310,20917667,"3","LOC113887744","protein_coding",NA,1.14113284553434,3.5480777078961,6.41660897762283,1.23370953800743e-06,0.000228710768199838,5.33819915060291
"gene9666",102473232,102513048,"7","NOTCH3","protein_coding","789485",0.539169715404486,6.44276466877545,6.5207838408239,9.59979033008603e-07,0.000204347252937827,5.28858926112501
"gene17932",54531234,54537045,"15","PDZD3","protein_coding","539171",-2.11610040731286,-1.60318692276749,-6.4442520359084,1.15411568819326e-06,0.000218763277076633,5.27529773148188
"gene16236",8989394,9014317,"14","HHLA1","protein_coding","101905983",1.17836684343311,3.30494402883557,6.37924109903074,1.35028739567688e-06,0.000244939229731923,5.26615277395492
"gene29691",10061524,10071179,"29","TTC9C","protein_coding","786577",-0.657337989702078,3.7489856579144,-6.36686733544158,1.39131750059471e-06,0.000247068697210872,5.17223384696173
"gene5895",16488092,16496067,"5","LOC113892379","lncRNA",NA,-3.00120446267893,-1.4269948434743,-6.41770119029495,1.2304608831232e-06,0.000228710768199838,5.1498765922617
"gene9134",90200789,90206398,"7","LOC113895701","protein_coding",NA,-2.97043334175974,0.469853892276516,-6.24288787603419,1.87971424313321e-06,0.000313861541431309,5.11460568077638
"gene12677",54761136,54915893,"10","GALK2","protein_coding","536133",-0.994764925468736,4.74242868104354,-6.36712700276719,1.39044354659839e-06,0.000247068697210872,5.05351399661359
"gene13644",46546624,46591101,"11","PSD4","protein_coding","532237",2.89633142686365,1.58821679883759,6.22200766814496,1.97774654073504e-06,0.000320813309059616,5.05209639087257
"gene24646",2647633,2649468,"22","LOC113880777","protein_coding",NA,-1.57456198902792,-1.06665675030396,-6.24477434632435,1.87110470366176e-06,0.000313861541431309,4.98976765540851
"gene12412",30299234,30306347,"10","ZFYVE19","protein_coding","511054",-0.572417764404779,4.49984957087539,-6.32939212520102,1.52350527512963e-06,0.000267724312410801,4.98590438588884
"gene20214",4041738,4062515,"18","LOC113876014","protein_coding",NA,1.64065391131979,0.144075960367137,6.19141394478618,2.13087355647464e-06,0.000339130536771012,4.97735051810994
"gene24161",34566467,34567751,"21","LOC113879714","lncRNA",NA,1.74196930769338,-0.407632434623071,6.22208311824346,1.97738308711707e-06,0.000320813309059616,4.96157687282471
"gene13911",74184712,74197884,"11","FAM228A","protein_coding","768001",-0.885739383786137,1.89920171783165,-6.18727707925268,2.15248635666416e-06,0.000339368643335741,4.94081523442689
"gene27813",41001129,41005156,"25","NOXO1","protein_coding","516233",-1.10811824785519,2.32352457723755,-6.19753096173658,2.0993197151724e-06,0.000337290700904366,4.93355396565253
"gene29894",22732966,22747780,"29","ROBO4","protein_coding","783785",0.64360295034647,4.64359730590951,6.29918751675209,1.63932084871076e-06,0.000282197374670924,4.89269490774855
"gene30067",31963035,32098012,"29","LOC113886062","protein_coding",NA,0.73714493862488,2.25686744213733,6.17473361399133,2.21939313684284e-06,0.000346643441622545,4.88672143209955
"gene29449",5053929,5059789,"29","GAL","protein_coding","280799",-2.47038976399456,-0.64166879835283,-6.17013005052841,2.24447633978096e-06,0.000346643441622545,4.83197916769316
"gene17741",38507216,38534694,"15","ZNF215","protein_coding","529157",-1.38437068129556,2.85107735146908,-6.16725795035687,2.26027140358506e-06,0.000346643441622545,4.81791905409927
"gene24513",67165974,67283393,"21","RCOR1","protein_coding","506525",0.592724407913995,6.43298898111409,6.31933297384855,1.56111961886128e-06,0.000271506061548348,4.80196636770798
"gene32020",2844,29359,"NW_020867178.1","LOC113888622","protein_coding",NA,1.39093975030129,2.10219645624731,6.10738000146026,2.61662526013818e-06,0.000374088713038399,4.75649381968448
"gene1761",69494123,69598808,"2","CCDC93","protein_coding","616839",-0.443618578198759,5.93845118803996,-6.29131158790269,1.67096887323697e-06,0.000284739847388966,4.75448756925044
"gene13180",2118809,2129183,"11","GPAT2","protein_coding","526739",-0.812023580356843,2.39497101532139,-6.11603637257291,2.56176718067206e-06,0.000372560451189118,4.72175146946648
"gene13556",37655989,37678560,"11","MTIF2","protein_coding","281923",-0.884450492262483,5.00348757124194,-6.23897930867633,1.89768092625925e-06,0.000313861541431309,4.71804802787553
"gene13395",19536694,19552313,"11","LOC113901099","lncRNA",NA,0.588788969528527,2.79343800615624,6.11769594597529,2.55138438292866e-06,0.000372560451189118,4.69726589845273
"gene24955",13632608,13724811,"22","CHDH","protein_coding","505218",1.06133423523938,3.62723829042902,6.16008737330397,2.30020159919651e-06,0.00034958919800401,4.68682711046491
"gene8974",72529341,72574120,"7","CDHR2","protein_coding","511921",1.16600484892851,3.68357739581327,6.1563705592791,2.32118092821353e-06,0.000349627877312163,4.68211074403109
"gene6612",63342345,63367655,"5","TIMELESS","protein_coding","522884",1.24622960226984,2.37346758640138,6.05432868541182,2.9799579908449e-06,0.000415470176078954,4.58781693742181
"gene1342",4642269,4746684,"2","MYO7B","protein_coding","522053",-4.29687951374195,1.5886331461213,-6.00343472186548,3.37676370036719e-06,0.000455728029001556,4.56432815796926
"gene1539",25492114,25563210,"2","SP5","protein_coding","512467",1.38172623125819,2.70477480977804,6.0485763862505,3.02232091080138e-06,0.00041792257184606,4.55555170248512
"gene14631",27527067,27755026,"12","STARD13","protein_coding","538697",0.598316974002093,4.66181518536742,6.11197001579222,2.58738966762932e-06,0.000373070629853903,4.44258314690093
"gene24605",380332,480242,"22","CHCHD6","protein_coding","615934",-0.64735883402513,5.0042386717613,-6.12348508255181,2.51549980855461e-06,0.000372249840090494,4.4251834783315
"gene605",81417061,81426699,"1","TMEM41A","protein_coding","505368",0.777871116812531,3.64573575359385,6.04069144426925,3.08138697312385e-06,0.000422626001923572,4.39444959577884
"gene16275",15947327,15951767,"14","TRMT12","protein_coding","516516",-0.873645487076754,4.0979867748261,-6.06085331375487,2.93263759976267e-06,0.000412279969233302,4.38740687862834
"gene9456",97424174,97434530,"7","LOC113895976","protein_coding",NA,2.9858727267091,-1.98265226410937,6.12583878114303,2.50105740244272e-06,0.000372249840090494,4.38732388764136
"gene3893",91807652,91822410,"3","LOC113889842","protein_coding",NA,1.03109164201629,2.79264520732785,5.97010685882466,3.6653415425696e-06,0.000475648552485763,4.3523433341674
"gene6095",24950177,25017456,"5","GUCY2C","protein_coding","282244",0.513841359284594,4.76501467890363,6.08626949842792,2.75547607362859e-06,0.000390629255143818,4.35069138162356
"gene2607",3627978,3805863,"3","LMX1A","protein_coding","510296",1.63332308133696,-0.441365386144426,5.88645681143122,4.50518101616852e-06,0.000554762071115058,4.24083347177527
"gene25438",8798455,8866512,"23","ITPR3","protein_coding","281879",-1.21675991247383,4.80377873533981,-6.03156754544709,3.15120122371641e-06,0.000428715843903999,4.24012556126803
"gene19674",24630587,24633668,"17","LOC113875118","lncRNA",NA,2.32520176512947,-1.36741751293338,5.97513516611759,3.62024666086886e-06,0.000473934717342873,4.16987313631727
"gene22567",41318183,41331414,"19","GSDMB","protein_coding","509296",-1.648233783719,2.84662890635101,-5.89323263382659,4.4304069436237e-06,0.000551196682805156,4.15290941606907
"gene5907",16647278,16658479,"5","C1S","protein_coding","767827",-1.20710988835512,3.33083990420021,-5.89307134266644,4.43217213035092e-06,0.000551196682805156,4.0665824676241
"gene28629",19180582,19212224,"27","ASAH1","protein_coding","510620",-0.356556737759741,5.28495976480635,-5.98594693417991,3.52518480699119e-06,0.000468266674755443,4.06255218202791
"gene23939",21348836,21357354,"21","ARPIN","protein_coding","613997",0.574575224476574,5.52246188553558,5.98599171471729,3.52479639909588e-06,0.000468266674755443,4.04267573457442
"gene6253",44925337,44944853,"5","PVALB","protein_coding","538603",1.47407682122858,-0.478950285635608,5.79394459826703,5.6642478078731e-06,0.00067619254335011,4.02510103666965
"gene22338",34351521,34401423,"19","PIGL","protein_coding","507080",-0.533099458573489,5.40799845872979,-5.96269885896452,3.73282050462529e-06,0.000480707495519303,3.98992708349388
"gene5183",70132044,70139192,"4","LOC113891519","lncRNA",NA,-1.97566959129497,0.345018462185823,-5.75535002258675,6.23339843146525e-06,0.000723266391731168,3.97935755989471
"gene17200",19659149,19671382,"15","C15H11orf91","protein_coding","781657",0.910702697116787,-0.0879140062237164,5.75367023877486,6.25944832203619e-06,0.000723266391731168,3.97297405893155
"gene27532",25227435,25365745,"25","VPS35L","protein_coding","534058",0.430844695900369,6.61753428779727,5.97470958612076,3.62404140706761e-06,0.000473934717342873,3.93974184539777
"gene24774",9062852,9068610,"22","LOC113880540","lncRNA",NA,-0.758655151118027,0.861067236852012,-5.73600662273097,6.54015344317565e-06,0.000735549257242488,3.93175365060159
"gene22864",49276863,49306580,"19","LOC113877503","protein_coding",NA,-2.84282777118547,-0.326535761538446,-5.74247022326206,6.4359835096239e-06,0.000728691555754062,3.92856773552246
"gene5716",9319251,9379311,"5","LOC113892211","protein_coding",NA,-0.842763433141707,4.25301482440102,-5.87666602075412,4.61549733744753e-06,0.00056422782668652,3.91623032135065
"gene27195",7126612,7131856,"25","IFT22","protein_coding","516107",-0.420848261506042,4.80058493671638,-5.90615674801931,4.29126047341768e-06,0.000544312512680875,3.90970326839001
"gene11533",81336502,81370346,"9","ZC2HC1B","protein_coding","768003",-1.31473618214504,1.129247190522,-5.73088966558762,6.62383227433291e-06,0.000740026824291365,3.90527804093567
"gene25483",10761192,10767089,"23","LOC113882294","protein_coding",NA,1.13468838362787,0.158856232396296,5.71985992496594,6.80791735142915e-06,0.000755589248148749,3.89723960279947
"gene19991",131610,139225,"18","ZNF584","protein_coding","531064",-0.856209790775809,2.04073005146301,-5.74331577701088,6.42248130385808e-06,0.000728691555754062,3.85296162208628
"gene10926",110820631,110899828,"8","LOC113897746","lncRNA",NA,-1.85458709085469,0.0344902525423095,-5.67777306890477,7.55933286715348e-06,0.000822748035283091,3.79972342207332
"gene19521",14562226,14624452,"17","RNFT2","protein_coding","787155",-0.679041876795491,6.01201506434365,-5.89203294494517,4.44355357803801e-06,0.000551196682805156,3.7677636497471
"gene24993",17726498,17774864,"22","ABHD6","protein_coding","505283",-0.93369193419695,2.79262491498085,-5.71545410238728,6.88289284014452e-06,0.000758917661524431,3.7157014217592
"gene16258",13934718,13947242,"14","LOC113904109","lncRNA",NA,-4.32299717451271,-2.90530458368322,-5.90633065599252,4.28941869108063e-06,0.000544312512680875,3.69014038495305
"gene3573",50267588,50271102,"3","LOC113889601","protein_coding",NA,-1.54676640675747,1.27207134803904,-5.63172817900801,8.47822525346913e-06,0.000899545031610215,3.66897206441559
"gene10350",59612586,59619599,"8","CA9","protein_coding","511923",1.02346405088047,1.28468040089864,5.62322646530608,8.65989272021195e-06,0.000913077438687348,3.64891567891256
"gene2506",133055000,133066811,"2","LOC113900493","protein_coding",NA,-1.53005029123182,1.89164146507969,-5.64791773933955,8.1428902662859e-06,0.000874971712052504,3.64527701431508
"gene32055",6924,30512,"NW_020867255.1","LOC113888658","protein_coding",NA,3.58635625188566,6.02655208336366,5.79199288901804,5.69172146744016e-06,0.00067619254335011,3.62853549581595
"gene32706",7389,39148,"NW_020867951.1","LOC113889353","protein_coding",NA,-0.90732673540707,4.44710679289273,-5.76354643087728,6.10785857291936e-06,0.000720556462413633,3.61655993067904
"gene28639",19793663,19806667,"27","LOC113884966","lncRNA",NA,1.23320264921361,0.331079906324558,5.58677160638661,9.48470039152965e-06,0.000963896961476537,3.5861078798045
"gene8019",104164810,104283343,"6","STX18","protein_coding","614135",0.805510352117361,5.75417581248387,5.80167005098631,5.55681313236601e-06,0.000669595982450104,3.57195965979304
"gene4412",389750,468302,"4","ESYT2","protein_coding","512582",-0.43918229053971,7.26274574576841,-5.8233994618659,5.26558892338519e-06,0.000639068238399339,3.5439436125616
"gene29102",26365392,26380321,"28","LOC113885550","lncRNA",NA,2.58661802238487,0.159844664763857,5.56844376551629,9.92900880682409e-06,0.0010030082549169,3.53361120536442
"gene23488",31187970,31224992,"20","CCL28","protein_coding","535328",1.61808303012093,0.816883947057682,5.55163971032,1.03548904971454e-05,0.00101562210864444,3.50563675570175
"gene5684",7978546,8021539,"5","SLC25A17","protein_coding","506631",0.542681639157323,5.10603625364773,5.75399183023935,6.25445258406979e-06,0.000723266391731168,3.49297762448718
"gene18425",21718450,21730580,"16","LOC113906404","lncRNA",NA,-1.83575570446192,-1.46741037559805,-5.61041754809557,8.94107700411692e-06,0.000925374043309524,3.47179447216019
