"","Start","End","chr","Symbol","genetype","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"gene27897",42233179,42242567,"25","RGS11","protein_coding","521040",-1.48981471536976,1.26556460026975,-7.99261228326738,5.65472979738485e-08,2.59306941552558e-05,8.52322846569128
"gene19349",4347912,4350896,"17","RASL10A","protein_coding","506193",-2.03386420748702,1.86148377076624,-7.98604704414339,5.73282384655227e-08,2.59306941552558e-05,8.51409924340015
"gene17198",19595919,19629404,"15","FBXO3","protein_coding","534287",0.426333423213408,6.81002620348811,8.13583196399126,4.19844798768712e-08,2.3041353424039e-05,8.46662355364878
"gene844",111169860,111242342,"1","GMPS","protein_coding","511200",-0.45681985368811,6.81235150960855,-8.10146431816335,4.50830499387546e-08,2.33593084562695e-05,8.38988034022894
"gene2237",121196484,121199520,"2","IQCC","protein_coding","507606",-1.40203443526332,1.92396815693056,-7.88309061669302,7.11393678593445e-08,3.02573516347757e-05,8.30405608055054
"gene12668",53742602,53814188,"10","GABPB1","protein_coding","520313",-0.520418445674745,6.06865110089338,-7.98114620057592,5.79184375418632e-08,2.59306941552558e-05,8.17565564639975
"gene8736",66987811,67005233,"7","PWWP3A","protein_coding","513471",-1.2408716305548,5.07053693386452,-7.93275033503063,6.40941133056027e-08,2.79598243504671e-05,8.14998666369354
"gene20165",3404269,3421248,"18","RDH13","protein_coding","508082",0.843142481813794,2.79217095030753,7.76201594099527,9.18620943034326e-08,3.47299957863177e-05,8.00942209669999
"gene8799",68029493,68039387,"7","PGBD2","protein_coding","101907155",-1.34483617703764,1.81508034265925,-7.73701479753828,9.68654176140437e-08,3.51778422616888e-05,8.00206774406314
"gene26886",53157105,53302188,"24","LOC113882639","lncRNA",NA,-2.28715100357668,0.561088845494303,-7.77312178853496,8.97256661978022e-08,3.46932445232548e-05,8.00006252732755
"gene3852",86182305,86213829,"3","LOC113889809","protein_coding",NA,2.15124802535246,1.0454489897808,7.73547753295311,9.71820717274658e-08,3.51778422616888e-05,7.93816132704284
"gene25637",18586225,18588229,"23","LOC113881950","lncRNA",NA,1.83246300815241,0.0309264903717078,7.796451359291,8.54027932367713e-08,3.45942314604093e-05,7.91306256983883
"gene32628",4850,13038,"NW_020867894.1","LOC113889271","lncRNA",NA,-1.72741533828871,-0.783510635239456,-7.82007814871844,8.12431049132485e-08,3.37119254607097e-05,7.87687680123875
"gene1138",143015581,143103028,"1","HSF2BP","protein_coding","617142",-0.990613010177848,3.04022162259076,-7.69411941890415,1.06113585882369e-07,3.73393581749668e-05,7.83017238304305
"gene10947",112257251,112334947,"8","SNTG2","protein_coding","615686",-1.22895173565026,0.817332224803082,-7.66007178340277,1.14098752684104e-07,3.88232415882931e-05,7.81412889936845
"gene10322",57400471,57586724,"8","LOC113897443","protein_coding",NA,-2.00505425452589,2.15261155223897,-7.63243757499704,1.21033318194763e-07,3.95988431239906e-05,7.77809663738976
"gene5456",109162890,109222645,"4","HEPACAM2","protein_coding","513430",-1.15542994660459,2.33916658868986,-7.64094652909342,1.18853018037811e-07,3.95988431239906e-05,7.77612162929332
"gene8204",10858760,11056247,"7","LOC113894970","lncRNA",NA,-0.52624114257314,5.93754416410257,-7.77496335166145,8.93763819983029e-08,3.46932445232548e-05,7.74453873962092
"gene10378",59957223,59963681,"8","HRCT1","protein_coding","100847747",-5.358070984668,0.563945331113775,-7.6878348964179,1.07542970115404e-07,3.73393581749668e-05,7.69932463754945
"gene26709",34365550,34368185,"24","LOC113882894","lncRNA",NA,-1.52280713392562,3.11963795298366,-7.56830267653979,1.38849888604813e-07,4.32131677287554e-05,7.57419309967431
"gene7250",114622539,114628789,"5","PHLDA1","protein_coding","540135",0.832264085090519,2.97142999176874,7.54226258498762,1.4683481286877e-07,4.41581888542004e-05,7.53165318880558
"gene5404",103707062,103813500,"4","LOC113891692","lncRNA",NA,-0.637982337867731,4.56345543214788,-7.62273602722674,1.23569504130646e-07,3.96658108259374e-05,7.52337804552396
"gene30067",31963035,32098012,"29","LOC113886062","protein_coding",NA,0.970066799948879,2.42317309438482,7.49572836315167,1.62301368048033e-07,4.76074685276068e-05,7.48693985583969
"gene306",52341250,52387738,"1","LOC113907551","lncRNA",NA,-1.67070266455437,-0.21925408262626,-7.53875265286178,1.47946673995734e-07,4.41581888542004e-05,7.48292723446017
"gene18963",62972683,63020050,"16","RGS8","protein_coding","781543",-2.06107043722504,-0.539692453754641,-7.56545640326452,1.39700477580765e-07,4.32131677287554e-05,7.44473080143821
"gene17741",38507216,38534694,"15","ZNF215","protein_coding","529157",-2.52428138960435,0.511900503423614,-7.44684311264313,1.8036320982985e-07,5.20088015056819e-05,7.34864630771208
"gene18609",40138440,40171839,"16","TNFSF4","protein_coding","539800",-1.90616866673513,1.7081797991597,-7.41614287303331,1.92751424321311e-07,5.32177836818418e-05,7.34117711290701
"gene25034",26095746,26099968,"22","LOC113880968","lncRNA",NA,-3.21542721891826,-2.22067397556358,-8.05272371384768,4.98870906233106e-08,2.42494020792681e-05,7.30849223181627
"gene10226",41448844,41463065,"8","LOC113897075","lncRNA",NA,-1.67246459951412,1.69713078028715,-7.36286402978227,2.16368608448755e-07,5.66319867005949e-05,7.23039922732241
"gene6348",52649447,52731788,"5","LOC113892722","protein_coding",NA,2.56089705568325,3.29584773114441,7.33903893915643,2.27873668584198e-07,5.70119812297493e-05,7.12317509640484
"gene16272",15894347,15925856,"14","TATDN1","protein_coding","509365",0.40318682721844,5.3218332564472,7.41316234594639,1.9399983632584e-07,5.32177836818418e-05,7.02184214787845
"gene9051",85497943,85578500,"7","SLC27A6","protein_coding","537062",-1.82642161930863,3.36580738776342,-7.32301935143076,2.3596148299074e-07,5.81798943495863e-05,7.00491540615586
"gene16684",70124509,70242767,"14","RAD54B","protein_coding","533414",-0.481563684068019,5.27594143596109,-7.40591990926319,1.97068146238525e-07,5.32177836818418e-05,6.99859516689623
"gene24999",17882229,17931808,"22","KCTD6","protein_coding","613649",0.501334698588865,4.41459154605227,7.36691574410953,2.14472277785679e-07,5.66319867005949e-05,6.99494036447667
"gene20276",5362095,5384992,"18","LOC113876055","protein_coding",NA,-0.87636796464481,4.20069318024047,-7.34836957214424,2.23294792053966e-07,5.70119812297493e-05,6.97160714322777
"gene29099",26313988,26332719,"28","AIFM2","protein_coding","534217",-0.824623427569469,3.45194903645861,-7.29848300585526,2.48925637703805e-07,5.97693130175877e-05,6.92623940931134
"gene25253",53137429,53219378,"22","FBXL2","protein_coding","511007",-0.594179768052925,4.51817981321451,-7.34377915094003,2.25535535933492e-07,5.70119812297493e-05,6.92620803668627
"gene10675",84418857,84438647,"8","SUSD3","protein_coding","512524",0.762913757683637,3.91053916009361,7.29122899813198,2.52896973123555e-07,5.97693130175877e-05,6.89680978783866
"gene32022",37309,49240,"NW_020867178.1","LOC113888621","protein_coding",NA,4.66164105515805,1.41700673935016,7.2724440356387,2.63486655870163e-07,5.97693130175877e-05,6.88416156922666
"gene4289",113527182,113557214,"3","LOC113890186","protein_coding",NA,1.7934803298586,2.85247769280961,7.21350078466317,2.99771363900655e-07,6.21952465127054e-05,6.87103054078251
"gene14697",33060623,33067014,"12","SHISA2","protein_coding","617336",-1.1905315635585,2.78170736884855,-7.2247408355178,2.92475792990595e-07,6.21952465127054e-05,6.84113291293387
"gene9394",96161040,96173922,"7","LOC113895962","protein_coding",NA,-0.80447071174693,4.23617844516868,-7.27997565757859,2.59187146633253e-07,5.97693130175877e-05,6.80923974776911
"gene16154",1049248,1056421,"14","PYCR3","protein_coding","512526",0.778382365022818,3.4468851180722,7.21360922859193,2.99700090160161e-07,6.21952465127054e-05,6.77763802193059
"gene7506",26614168,27240329,"6","STPG2","protein_coding","517517",-1.28414810627898,3.76837752973811,-7.23533773806581,2.85764724549974e-07,6.21952465127054e-05,6.75926719439386
"gene11293",50982076,51008623,"9","LOC113898717","protein_coding",NA,-1.31938835395903,2.67761558811216,-7.17251551346774,3.27995898454014e-07,6.48859793069551e-05,6.743228359437
"gene23656",62192954,62226539,"20","LOC113879085","lncRNA",NA,1.04881098815382,2.8778113938908,7.17353257439442,3.27263453653212e-07,6.48859793069551e-05,6.72886930281431
"gene7679",63369384,63402023,"6","YIPF7","protein_coding","522186",2.46483008549717,-1.24487349955804,7.42396059794138,1.89516026568104e-07,5.32177836818418e-05,6.72735807408885
"gene15841",52714923,52730298,"13","LOC113903543","lncRNA",NA,-2.48747161079281,2.67920641056731,-7.12548652691537,3.63770747977816e-07,6.95374352286132e-05,6.67331435901081
"gene16710",73948474,73992511,"14","DECR1","protein_coding","509952",-1.18533496531031,5.99281847692715,-7.28321744770064,2.57358796257269e-07,5.97693130175877e-05,6.67118036488314
"gene5081",54109859,54255429,"4","MINDY4","protein_coding","615509",-1.38100443789394,6.1334721473688,-7.27259290410595,2.63400966401989e-07,5.97693130175877e-05,6.62554513008448
"gene5096",55824603,55850353,"4","LOC113891450","lncRNA",NA,1.88771921266184,1.17421128447456,7.07372909689063,4.07805975445973e-07,7.64538771015075e-05,6.60091633709328
"gene21784",14482479,14489512,"19","LOC113878088","lncRNA",NA,-1.39604342392722,1.50904831006982,-7.05573152148587,4.24371022799459e-07,7.68066405413531e-05,6.57127845672786
"gene32116",10661,29751,"NW_020867402.1","LOC113888723","protein_coding",NA,1.65577673003341,1.6627175091859,7.0461197950122,4.33499154974496e-07,7.68241783706364e-05,6.56038622055139
"gene8240",16703345,17132072,"7","KIAA0825","protein_coding","617013",-0.488832140456255,6.1369670768764,-7.23190476213253,2.87921340112692e-07,6.21952465127054e-05,6.54294599751766
"gene28305",34067441,34175368,"26","CC2D2B","protein_coding","785845",0.770940880359489,4.84299338684647,7.16057410196825,3.36722642467244e-07,6.58466932907496e-05,6.51800657478521
"gene12212",20347206,20354549,"10","LOC113900007","lncRNA",NA,1.07355356852167,2.92820699992262,7.06561885564244,4.1518690903788e-07,7.66085701571229e-05,6.5057396494111
"gene32763",53,14411,"NW_020868201.1","LOC113889414","protein_coding",NA,2.36996166199375,-1.03246150465646,7.22382276012454,2.93064785696763e-07,6.21952465127054e-05,6.50183702324052
"gene11367",63862059,63863928,"9","LOC113898391","lncRNA",NA,0.721905767416216,2.68328047975848,7.02613154315332,4.53132867113075e-07,7.70914946819474e-05,6.45256556753899
"gene25564",16114103,16157864,"23","LOC113881578","protein_coding",NA,-0.676992982966693,2.59707091352927,-7.0342533690288,4.45047258892828e-07,7.70914946819474e-05,6.4311821277958
"gene19079",72918627,72966904,"16","LAMB3","protein_coding","529939",1.11952526499802,3.68732037649636,7.07247283795106,4.08940387717462e-07,7.64538771015075e-05,6.42014929607338
"gene10214",39666165,39765486,"8","SPATA6L","protein_coding","613587",-1.00844399855279,2.93826908133842,-7.03583988835057,4.43485186692977e-07,7.70914946819474e-05,6.41728076856788
"gene28325",35274160,35309602,"26","LOC113884563","protein_coding",NA,3.27561865837279,-0.898104482291506,7.22998365649106,2.89135481204167e-07,6.21952465127054e-05,6.41274096566884
"gene32200",654,20014,"NW_020867497.1","LOC113888816","lncRNA",NA,-0.608297727758028,1.42558374928406,-6.97374248062461,5.09042437222902e-07,8.40809610143033e-05,6.39938101186855
"gene25064",31530180,31603522,"22","RYBP","protein_coding","616217",-0.338923898736694,7.71314264516361,-7.18918138048956,3.16203277309076e-07,6.48140524922808e-05,6.3768453840716
"gene10900",105659701,106708356,"8","ASTN2","protein_coding","781555",-1.1468359638191,7.21952360484881,-7.18041954744961,3.22347753008282e-07,6.48859793069551e-05,6.37110089905312
"gene1583",30196579,30294322,"2","TTC21B","protein_coding","527412",0.701667317550112,4.8111868199547,7.06173094609802,4.18773703909506e-07,7.66085701571229e-05,6.28628036946696
"gene1869",89017533,89089426,"2","AOX1","protein_coding","338074",0.98217452686155,7.78440064322447,7.13473149576824,3.56434438612271e-07,6.89093080012564e-05,6.26137139285587
"gene8371",41402147,41444452,"7","SOX30","protein_coding","538232",-1.42728967358737,2.16882689980233,-6.91091177081672,5.85541814472083e-07,9.48745037106053e-05,6.21927404304096
"gene28648",20856000,21070544,"27","TUSC3","protein_coding","615007",0.570045877085151,5.08184018488693,7.02883709001819,4.50422766884245e-07,7.70914946819474e-05,6.19077942654562
"gene12839",70176967,70265276,"10","ESR2","protein_coding","281146",-0.870932035088207,1.42246511714246,-6.86011607948182,6.55960223931363e-07,0.000103331956386521,6.15194554271387
"gene2180",119508866,119866154,"2","DIS3L2","protein_coding","519222",-0.346303938905192,7.06256288675261,-7.05092505680337,4.28910728715586e-07,7.68111392382975e-05,6.08699996581906
"gene19059",71259893,71305832,"16","TRAF5","protein_coding","507234",2.43615203810105,2.35073338816893,6.82783376127869,7.05174955694643e-07,0.00010913311108967,6.07529603963668
"gene32027",447,17112,"NW_020867186.1","LOC113888628","protein_coding",NA,-0.824239545942697,3.25536932775697,-6.8835775027813,6.22414721938502e-07,9.89639407882218e-05,6.04732819532573
"gene29745",11377222,11387503,"29","LOC113886296","protein_coding",NA,-0.950453041917412,0.972375717628783,-6.78741452665415,7.72178483864269e-07,0.000118352004918764,6.00476494129694
"gene637",82754950,82762873,"1","LOC113891523","protein_coding",NA,4.0050954387295,1.97889376149391,6.76797457522705,8.06695873922063e-07,0.000121454131885275,5.95468865846292
"gene8617",60285144,60541615,"7","SIL1","protein_coding","520650",-0.363064720634426,7.54499583207183,-6.98234959936295,4.99392348834891e-07,8.32957061836078e-05,5.91729638383348
"gene13754",61383794,61677268,"11","WDPCP","protein_coding","527992",-0.505208601687522,5.34088333730356,-6.91376176009542,5.81828566635889e-07,9.48745037106053e-05,5.89026648721323
"gene15253",17191559,17219782,"13","MANBAL","protein_coding","787482",0.430034408582636,4.41719615541989,6.82755512751629,7.05615836117306e-07,0.00010913311108967,5.79025231645872
"gene3569",49920359,50073267,"3","BCAR3","protein_coding","506231",0.596159582878387,6.63128277114583,6.89158573955728,6.11371600705818e-07,9.81251419132837e-05,5.75203263640713
"gene8797",67999418,68001974,"7","LOC113895471","protein_coding",NA,-2.33895944172951,-0.813177222532214,-6.7100580622779,9.19213449028017e-07,0.000132616153757947,5.72488081089987
"gene10676",84447690,84455262,"8","LOC113897549","lncRNA",NA,1.7440137557415,0.925127847713317,6.65913570147582,1.03140143480541e-06,0.000142261980059315,5.72014643710763
"gene5276",85837814,86090168,"4","GRM3","protein_coding","541056",-1.22363448734214,2.73266527573408,-6.70977137049991,9.19808742928213e-07,0.000132616153757947,5.71211564516338
"gene3915",93051169,93131680,"3","LRP8","protein_coding","407179",-1.10505717956308,3.31783973353264,-6.72160967771377,8.9555297464353e-07,0.000132487328327047,5.6664251676863
"gene28285",32813595,32820300,"26","EXOSC1","protein_coding","506018",0.505686266348815,3.45005759903576,6.71381659964998,9.11445550268511e-07,0.000132616153757947,5.65843222326601
"gene682",86115584,86121600,"1","LOC113891867","lncRNA",NA,-1.51275379242775,-0.469319599631416,-6.65679535457176,1.03688270894934e-06,0.000142261980059315,5.64134520052604
"gene27089",5164377,5181011,"25","TMEM130","protein_coding","504372",-3.74915600891483,-2.85935958208968,-7.00077411790207,4.79361306217858e-07,8.07462762642022e-05,5.62149383291727
"gene7531",35076506,35223773,"6","SNCA","protein_coding","282857",1.29582409828939,0.860547885125337,6.60676885681413,1.16146451891577e-06,0.000154374967658704,5.61367078357946
"gene9036",83526487,83682884,"7","MARCH3","protein_coding","520348",0.542192276942459,6.52343857511517,6.75323423677322,8.33920415399005e-07,0.000124451649361257,5.44350475382832
"gene5014",48428170,48563721,"4","MPP6","protein_coding","535171",-0.755621031261216,7.39800525662245,-6.76849874900721,8.05744706769807e-07,0.000121454131885275,5.43422498822394
"gene8798",68019439,68020783,"7","LOC113895473","protein_coding",NA,-2.25446510169058,-1.45368034034004,-6.63519004097639,1.08891552051075e-06,0.000147029521828963,5.43321491867811
"gene4012",100104187,100209179,"3","PIK3R3","protein_coding","286865",0.662082635853607,4.6972899441745,6.65950526032562,1.03053861733853e-06,0.000142261980059315,5.39945540180234
"gene18697",44869049,44938173,"16","PER3","protein_coding","614154",0.806575153902599,4.4729308823475,6.64393663683948,1.0675358445355e-06,0.000145295898584659,5.38265276465972
"gene19036",69941252,69970397,"16","FLVCR1","protein_coding","533317",0.559495988637165,4.32770484493681,6.63005493402541,1.10167135772169e-06,0.000147580589046607,5.36750659096774
"gene21516",57210323,57238240,"18","LOC113875492","lncRNA",NA,-0.854731062558979,5.38365802998892,-6.68268051555626,9.77881915161895e-07,0.000138639208522078,5.35791924276839
"gene19214",870290,929954,"17","PI4KA","protein_coding","282309",-1.33136794504653,5.97088371094929,-6.70243280180112,9.35181985299465e-07,0.000133699589209242,5.34654267492606
"gene8588",59195707,59243202,"7","LOC113895278","lncRNA",NA,-0.785201272162747,2.29943831784362,-6.49952848206571,1.48284574176106e-06,0.000191118595489249,5.29229264175919
"gene24101",31525755,31595402,"21","ETFA","protein_coding","521892",-0.567260759715934,5.96320263820396,-6.66570445341044,1.01617496457755e-06,0.000142261980059315,5.28121511733274
"gene16259",14098324,14144056,"14","LOC113904110","protein_coding",NA,-3.04172318079348,1.17299046502276,-6.42294854457522,1.7669823742915e-06,0.000219428256451251,5.20721049992391
"gene11300",52153218,52582804,"9","LOC113898337","lncRNA",NA,-1.14867112804447,3.73230149358376,-6.53009914464726,1.38289751122558e-06,0.000179597216476953,5.18235692703702
"gene32126",27979,49013,"NW_020867418.1","LOC113888733","protein_coding",NA,1.78545851733884,2.24644932940547,6.42712913930174,1.75011988313625e-06,0.000218932276263214,5.17315738762877
"gene24163",34636744,34639681,"21","LOC113879970","protein_coding",NA,2.42958748269139,-0.771923087033243,6.54157690777156,1.34717677786836e-06,0.000177670686216081,5.16945710449108
"gene25638",18590095,18592338,"23","C23H6orf223","protein_coding","101907252",1.63163682135103,0.317578450861018,6.41285979312333,1.80836353136098e-06,0.000222939773616263,5.1665329608447
"gene32045",538,23428,"NW_020867234.1","LOC113888647","lncRNA",NA,2.87355036936182,2.49874439104297,6.39444727923476,1.8864609315239e-06,0.000230203560343661,5.14180421156907
"gene6349",52733636,52798099,"5","NT5DC3","protein_coding","520927",0.908258685529944,3.40177274696587,6.46472466847742,1.60568152044499e-06,0.000202351553387634,5.08968225459092
"gene3125",20758145,20772332,"3","SV2A","protein_coding","280936",-1.09559155829496,1.45158690064931,-6.37188490745138,1.98688493103847e-06,0.000239736690296152,5.0630878413757
"gene32115",25821,46365,"NW_020867400.1","LOC113888722","lncRNA",NA,3.37638034352419,0.48627333010987,6.35155899062166,2.08203361900608e-06,0.000247703761959094,5.00073643919111
"gene25645",18777309,18780834,"23","MYMX","protein_coding","100336395",1.81957377237997,1.19267996903823,6.27398870506924,2.49008450908873e-06,0.000281269194995429,4.88466902641218
"gene5227",74524203,75082385,"4","RELN","protein_coding","281450",0.493698589602399,9.04974993792824,6.5315045697042,1.37847199166281e-06,0.000179597216476953,4.86239215074511
"gene8250",19860547,19878249,"7","LOC113895007","lncRNA",NA,-1.70506944274558,1.58925594953122,-6.27003422603011,2.51295583608447e-06,0.000281269194995429,4.83102724997103
"gene1955",96000607,96223951,"2","PLEKHM3","protein_coding","533312",-0.391959710325354,6.15281671861046,-6.47876192168282,1.55493170275652e-06,0.000198902654578922,4.82963131304559
"gene11331",60626164,60628432,"9","LYRM2","protein_coding","615821",-0.645623696809909,1.94535160198251,-6.27760355730833,2.46936362604221e-06,0.000281269194995429,4.82447177057062
"gene10022",11697630,11824904,"8","LOC113896936","lncRNA",NA,0.822747163739826,2.72071841864613,6.30663227431065,2.30922810190914e-06,0.000270944122053657,4.82073972675422
"gene15068",6243711,6279119,"13","CSE1L","protein_coding","518622",-0.387486763623436,6.22557769993068,-6.46930132868738,1.58895158361269e-06,0.000201737561880617,4.80973368003136
"gene14270",102277180,102279786,"11","LOC113901791","lncRNA",NA,1.11359203471596,1.80737572209958,6.25306500566811,2.6135637584142e-06,0.000285029232191671,4.79575855754362
"gene10863",102576242,102606274,"8","WDR31","protein_coding","528277",-1.09230482360729,2.33961068217537,-6.27997994497826,2.45583790680545e-06,0.000281269194995429,4.78130238876384
"gene1133",142610073,142629317,"1","LOC113895650","lncRNA",NA,0.78400006979864,1.83132906560201,6.23047088402429,2.75394537470653e-06,0.000291011631427839,4.73280171521179
"gene10139",24934728,24936524,"8","RRAGA","protein_coding","618207",1.79487532251805,1.03454812341182,6.20226859863029,2.94004513832111e-06,0.000308759184804056,4.7269522772912
"gene10419",62153738,62170774,"8","IGFBPL1","protein_coding","616886",-2.31594496710983,-1.07452667302016,-6.29268711797927,2.38478676081914e-06,0.000276002565726639,4.712178069193
"gene16012",72289445,72387012,"13","LOC113903684","protein_coding",NA,1.03428638377061,3.60960898511475,6.30010172795917,2.34430286528809e-06,0.000273175511281824,4.69803370204568
"gene3906",92442370,92462588,"3","DIO1","protein_coding","782446",0.971061818345838,5.48917749482678,6.39263191967625,1.89434540928188e-06,0.000230203560343661,4.69557425371935
"gene19071",72418653,72625678,"16","SYT14","protein_coding","787880",2.28984547485843,1.91841846941079,6.19239104146633,3.00822196493534e-06,0.000313980860671442,4.66413338003113
"gene1149",143598876,143609422,"1","ICOSLG","protein_coding","507857",-0.808936881703244,3.07049778055175,-6.27070844696229,2.50904124699569e-06,0.000281269194995429,4.65994008508627
"gene13833",70597052,70636733,"11","SPDYA","protein_coding","616408",0.569486971181735,5.02316799561049,6.35749575036042,2.05377056456274e-06,0.000246061962076802,4.65377081184135
"gene3616",54339189,54422506,"3","LOC113889636","protein_coding",NA,-3.14237005323865,1.62631512768268,-6.16631867901773,3.19604312745752e-06,0.000331550498338017,4.63868971092653
"gene8651",61859763,62443661,"7","SPOCK1","protein_coding","511211",1.13565971374777,3.07845162292576,6.23341991052009,2.73519375369798e-06,0.000290836570822899,4.62863247903993
"gene27858",41680060,41687333,"25","SSTR5","protein_coding","510344",-3.06730760896262,0.863515844948964,-6.15529792773662,3.27899720592966e-06,0.000337555901817805,4.62271610211564
"gene12038",15829229,15839717,"10","LOC113899944","lncRNA",NA,-1.11584864855897,0.950154639377912,-6.15338538678552,3.29361545299216e-06,0.000337555901817805,4.61200950743703
