"","Start","End","chr","Symbol","genetype","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"gene20814",16288618,16367441,"18","LOC113876513","lncRNA",NA,-0.840626047581636,1.07062870973001,-8.49969261439976,2.57837171830488e-08,1.3810391854156e-05,9.29803802542881
"gene8658",63414689,63434336,"7","LOC113895336","protein_coding",NA,-0.665670802609517,4.01398783533166,-8.54521570055274,2.35734660727804e-08,1.3810391854156e-05,9.21965330402105
"gene7639",58520256,58598926,"6","WDR19","protein_coding","533633",-0.757739612719782,5.57038521112473,-8.59813053730674,2.1248561090802e-08,1.29545394116923e-05,9.21172716070945
"gene10139",24934728,24936524,"8","RRAGA","protein_coding","618207",1.49272922086824,2.08251540758771,8.3981979673242,3.15172761735272e-08,1.48230252312123e-05,9.1149439729277
"gene25040",27279283,27336189,"22","LOC113880657","protein_coding",NA,1.77853678685925,0.274273880563721,8.4791580887708,2.68498038958763e-08,1.3810391854156e-05,9.07537715735605
"gene11340",61026205,61044716,"9","PM20D2","protein_coding","521179",-1.00734165996317,2.58557670591654,-8.37716761937451,3.28618045845821e-08,1.50260601463002e-05,9.03442568564988
"gene3863",87614181,87679450,"3","OMA1","protein_coding","506223",-0.516064979333545,4.62376415159313,-8.46362888765059,2.76862238738319e-08,1.3810391854156e-05,9.00285572441812
"gene15068",6243711,6279119,"13","CSE1L","protein_coding","518622",-0.432576290821,6.18855163989181,-8.49695759005133,2.59231470893908e-08,1.3810391854156e-05,8.98215394990868
"gene32022",37309,49240,"NW_020867178.1","LOC113888621","protein_coding",NA,4.64139313775217,1.4734667018657,8.47840824986995,2.68895846432012e-08,1.3810391854156e-05,8.94879340909583
"gene16275",15947327,15951767,"14","TRMT12","protein_coding","516516",-0.944341803644207,2.60910783143484,-8.27047475405311,4.06560767951834e-08,1.80875589223112e-05,8.81757533175019
"gene10528",71338966,71340528,"8","LOC113897311","protein_coding",NA,-5.47247855384239,-0.653747034034921,-8.77060168010068,1.51862346722905e-08,1.13627549518443e-05,8.75012499843106
"gene2546",135696753,135720013,"2","FAM131C","protein_coding","618019",-1.49723985709534,-0.348361122256001,-8.1864261481759,4.81285341336112e-08,2.08485210624572e-05,8.50189474516062
"gene29829",14696667,14734705,"29","ST14","protein_coding","767617",1.37622665101525,-0.101763682333285,8.09875213111547,5.74480172542911e-08,2.38947796115065e-05,8.25536962287708
"gene32628",4850,13038,"NW_020867894.1","LOC113889271","lncRNA",NA,-2.04114577525204,-0.666600801197783,-8.09348568408278,5.80639805880724e-08,2.38947796115065e-05,8.24266437519848
"gene3573",50267588,50271102,"3","LOC113889601","protein_coding",NA,-1.33766235238795,1.3911548536169,-7.88038474815873,8.96757290913877e-08,3.07531703452778e-05,8.09882983338498
"gene1064",136623882,136675896,"1","ACPP","protein_coding","504700",1.92073990788821,-1.69089365786314,8.43805424350844,2.91228852454509e-08,1.40997592360402e-05,8.05969886324791
"gene16272",15894347,15925856,"14","TATDN1","protein_coding","509365",0.546929941512586,5.53776804719991,8.02325502179771,6.69618054161492e-08,2.68843482672008e-05,8.04747859793751
"gene6612",63342345,63367655,"5","TIMELESS","protein_coding","522884",0.987078753725977,3.77702576644401,7.93978544911905,7.93947622654833e-08,2.99942508574837e-05,8.03861252676901
"gene6424",60016470,60044358,"5","CCDC38","protein_coding","517752",0.696443848088896,3.74412318145889,7.92071906354462,8.25550916882274e-08,2.99942508574837e-05,7.99558001349476
"gene32234",2017,36276,"NW_020867550.1","LOC113888851","protein_coding",NA,2.61190257338052,0.557475171322001,7.88546107049735,8.87457509743497e-08,3.07531703452778e-05,7.91810042256702
"gene16710",73948474,73992511,"14","DECR1","protein_coding","509952",-0.601052630855762,4.9312007697067,-7.91330703388774,8.38184520651389e-08,2.99942508574837e-05,7.85318226419109
"gene21000",20167644,20168798,"18","LOC113875709","protein_coding",NA,-2.30260544065343,-0.781146559023286,-7.91641280809218,8.32866703181813e-08,2.99942508574837e-05,7.8242225507372
"gene8657",63401688,63413693,"7","LECT2","protein_coding","281899",1.39221073327547,1.99820468694579,7.68898038023583,1.33190866763762e-07,4.1367072788647e-05,7.70548556841941
"gene29753",11596081,11597100,"29","LOC113886246","protein_coding",NA,0.844793784365734,1.83667725475372,7.67747309342763,1.36417812865795e-07,4.15846966219231e-05,7.68470521587991
"gene30149",44892963,45074381,"29","NOX4","protein_coding","378474",-0.9929071652334,5.03438312823525,-7.82220479298111,1.01081130063669e-07,3.39570710607767e-05,7.65707191199099
"gene30067",31963035,32098012,"29","LOC113886062","protein_coding",NA,0.839004088473786,1.8773490313412,7.65459315310281,1.43075621601562e-07,4.28212328578784e-05,7.62936079093136
"gene32231",10659,16895,"NW_020867548.1","LOC113888848","protein_coding",NA,2.36489950066314,-0.952019273296582,7.95878210578292,7.63700086871555e-08,2.99315884047444e-05,7.62869014427665
"gene12621",48869721,48950653,"10","RAB27A","protein_coding","618035",1.07185318464639,3.76184667716109,7.71778274887849,1.25454377983139e-07,3.97135483842396e-05,7.58188345198501
"gene29105",26476614,26547070,"28","LRRC20","protein_coding","521721",-0.790379682870289,3.81738309645699,-7.7192456594231,1.25074021700312e-07,3.97135483842396e-05,7.55322885804065
"gene29121",28036032,28074199,"28","CHST3","protein_coding","506758",-0.511555242076507,5.55383946096315,-7.77453961910888,1.11535999112632e-07,3.67198816278607e-05,7.52152446065594
"gene31563",121522474,121523608,"X","CDR1","protein_coding","101907189",-2.67101277732621,1.06656671484512,-7.48682745962358,2.03347578938371e-07,5.73831485244106e-05,7.30577065124372
"gene32566",10611,19237,"NW_020867844.1","LOC113889207","lncRNA",NA,5.84428870134517,-1.43543258806883,8.78274407066124,1.48334787377364e-08,1.13627549518443e-05,7.19199264212374
"gene16854",1956256,1959872,"15","CNTF","protein_coding","100848228",-1.01488537800786,0.1690807371299,-7.45525619383731,2.17346866306829e-07,5.7705593004463e-05,7.18134819494672
"gene5070",53388469,53497358,"4","PLEKHA8","protein_coding","538919",-0.410330930185127,6.27864856110193,-7.62726478339021,1.51468985531619e-07,4.45237673363569e-05,7.18065326671951
"gene3630",55040076,55073291,"3","LOC113889651","lncRNA",NA,-2.64207452009704,0.230574997950072,-7.46561711258089,2.1264637992765e-07,5.73831485244106e-05,7.17323554690999
"gene21006",20389880,20416723,"18","LOC113875728","lncRNA",NA,1.02098404667716,3.21935700786643,7.47221811610435,2.09706399139656e-07,5.73831485244106e-05,7.1232936646595
"gene32126",27979,49013,"NW_020867418.1","LOC113888733","protein_coding",NA,1.79433904565656,2.59094276104865,7.40937212723759,2.39485642158684e-07,6.15964555558452e-05,7.09718515921989
"gene6729",72097347,72105791,"5","LOC113892939","lncRNA",NA,-0.970142826787186,1.89096129258697,-7.39482288979166,2.46980513914981e-07,6.25468652239154e-05,7.08407711175075
"gene14377",105128475,105131623,"11","PTGDS","protein_coding","286858",1.51945421630513,1.52530897327462,7.34636967490301,2.73729381888788e-07,6.6708411164165e-05,7.01422151020796
"gene12668",53742602,53814188,"10","GABPB1","protein_coding","520313",-0.517100296040824,6.41285949887048,-7.54529231025993,1.79823955418689e-07,5.1931265441176e-05,7.00359929556305
"gene28570",14643744,14684372,"27","LOC113884765","lncRNA",NA,1.09673818166209,2.13572244956513,7.35079120307997,2.71169282891646e-07,6.6708411164165e-05,6.99047790412726
"gene32069",3014,19643,"NW_020867310.1","LOC113888673","protein_coding",NA,1.22440991919179,2.17167596415347,7.33068537640246,2.83013180896992e-07,6.6708411164165e-05,6.95163401464742
"gene30746",50234524,50261760,"X","ALAS2","protein_coding","511791",0.716227001924901,2.18724953844853,7.32868132006641,2.84222555257122e-07,6.6708411164165e-05,6.93608546411583
"gene5417",105294633,105296692,"4","LOC113891704","protein_coding",NA,2.1949154088575,-0.74814003473767,7.47997950496375,2.06303093799919e-07,5.73831485244106e-05,6.89399055396875
"gene27084",4792292,4798555,"25","LOC113884021","lncRNA",NA,-1.43399587801712,1.34653465679973,-7.26328067347367,3.26753950693232e-07,7.10479877295682e-05,6.84425028612118
"gene9307",94530085,94549111,"7","ZNF557","protein_coding","522449",-0.421752018871715,4.632173080311,-7.41606465558169,2.36117105400829e-07,6.15964555558452e-05,6.82795906228291
"gene7550",37062791,37077116,"6","IBSP","protein_coding","281233",-2.48189031225527,1.98675007180435,-7.26146131088278,3.28026673194045e-07,7.10479877295682e-05,6.81676263749917
"gene5734",9829160,9865374,"5","DMC1","protein_coding","618398",-1.44381467540983,0.397887304700096,-7.24180890750521,3.42104042470692e-07,7.18425357502005e-05,6.77674411506778
"gene22864",49276863,49306580,"19","LOC113877503","protein_coding",NA,-2.43935269660152,1.14948374920634,-7.19293378048388,3.79874520461373e-07,7.55063799010001e-05,6.70256154478176
"gene27675",38910332,38916253,"25","NMRAL1","protein_coding","534628",-0.658408607806777,2.76967618116457,-7.23815621503502,3.44788307166383e-07,7.18425357502005e-05,6.66253367115378
"gene28571",14674107,14775037,"27","ENPP6","protein_coding","537431",1.3249350000111,-0.616327556111854,7.24368387353825,3.40734543131267e-07,7.18425357502005e-05,6.5801190803934
"gene5824",13185673,13215721,"5","TULP3","protein_coding","516380",-0.442969924366214,4.49726730062836,-7.28783273023106,3.10067369043794e-07,7.08891522476375e-05,6.56522706345713
"gene5432",106919355,107015240,"4","ASB4","protein_coding","535831",-0.55723445200578,5.47636653322313,-7.32292101469606,2.87728400015535e-07,6.6708411164165e-05,6.559237773571
"gene24947",12934093,12980078,"22","RFT1","protein_coding","504597",-0.36592938842411,4.42553181432164,-7.26249712402834,3.27301453041796e-07,7.10479877295682e-05,6.51301606634332
"gene7771",72464489,72474795,"6","LOC113894324","protein_coding",NA,0.451837971655265,3.1548082513777,7.18238394029211,3.88575764506446e-07,7.61469721373883e-05,6.5060906032791
"gene28140",23109799,23125734,"26","LOC113884336","lncRNA",NA,1.59866734132855,3.2592140441221,7.16855596714432,4.00292245027389e-07,7.75201252399513e-05,6.4995863134228
"gene32116",10661,29751,"NW_020867402.1","LOC113888723","protein_coding",NA,1.68659237828559,1.72397354395927,7.08977611350777,4.74339272271414e-07,8.39580511920403e-05,6.47951865896626
"gene3611",54064363,54081820,"3","LOC113889632","protein_coding",NA,1.63919878673649,-0.667731818153557,7.19189800531127,3.80719854916652e-07,7.55063799010001e-05,6.46289932126495
"gene10288",50605772,50770995,"8","TRPM6","protein_coding","527597",-0.942621074452767,2.2551269940862,-7.10503321245539,4.58971322450435e-07,8.30233729544682e-05,6.44037596621775
"gene5380",99230597,99313152,"4","VWDE","protein_coding","100301009",1.16138481533275,1.95149066949642,7.08192361291105,4.82454127058031e-07,8.44859296330027e-05,6.43502912121436
"gene9080",88762978,88872530,"7","RAD50","protein_coding","788127",0.508328076488834,5.89395531839387,7.2653819413308,3.25290345960175e-07,7.10479877295682e-05,6.41985162312176
"gene12841",70314216,70354389,"10","LOC113900488","protein_coding",NA,-0.892278294423055,4.53036315072192,-7.19346129118051,3.79444741919786e-07,7.55063799010001e-05,6.35686140469947
"gene10827",100938052,100962939,"8","ZNF483","protein_coding","539505",-0.60843710462222,2.03355909799333,-7.05104737000305,5.15771601460588e-07,8.93696455962393e-05,6.33899505685549
"gene18698",44949636,44963454,"16","LOC113906214","protein_coding",NA,-4.67551381506679,0.0930448353588762,-7.12758079322419,4.37191530938469e-07,8.08607841660465e-05,6.33307651251621
"gene23840",8245907,8342506,"21","FAM169B","protein_coding","781793",-1.5966559438949,1.93472390695783,-7.0306812073328,5.3903492811216e-07,9.14747830067451e-05,6.31382527200653
"gene14981",86194012,86212119,"12","GRTP1","protein_coding","100125303",-0.758408371849134,3.92917243838337,-7.1386740253913,4.26869050527753e-07,7.99215391096674e-05,6.29870562722618
"gene8671",64386108,64427982,"7","PCBD2","protein_coding","100297795",0.511181292848064,5.78070686752226,7.19488207940172,3.78289670431492e-07,7.55063799010001e-05,6.27133666062625
"gene13595",43978197,44015792,"11","LOC113901243","lncRNA",NA,0.986589448126047,0.712062798243984,6.96527654525861,6.21308324216772e-07,9.92947216012842e-05,6.22268914112276
"gene20276",5362095,5384992,"18","LOC113876055","protein_coding",NA,-0.761638642870245,4.72320990997654,-7.13825095452619,4.27258091346257e-07,7.99215391096674e-05,6.22040276385716
"gene12354",23955024,23978280,"10","ARHGAP11A","protein_coding","617811",0.533821226356408,3.78358246962145,7.09158299710786,4.72491967537876e-07,8.39580511920403e-05,6.21954610333793
"gene7549",37033346,37045150,"6","MEPE","protein_coding","613958",-1.40218324439333,0.213467718166898,-6.96855828461177,6.16887503255475e-07,9.92947216012842e-05,6.21365429146843
"gene32115",25821,46365,"NW_020867400.1","LOC113888722","lncRNA",NA,2.56891485833498,-1.74410700932838,7.33130666610245,2.82639332180013e-07,6.6708411164165e-05,6.17369298036325
"gene14976",86087951,86101615,"12","F10","protein_coding","280787",-2.87290589322137,-0.0830574760714326,-6.97664874154319,6.06126439868906e-07,9.92947216012842e-05,6.14512567944332
"gene9595",100882799,100945514,"7","LOC113896427","protein_coding",NA,1.01377954574223,1.4262955728603,6.90829049277372,7.03487280558309e-07,0.000108225272198788,6.10121370950069
"gene22665",43052428,43057048,"19","LOC113878335","protein_coding",NA,1.71070981321325,-0.60472247609373,6.96531049441851,6.21262425117865e-07,9.92947216012842e-05,6.06142601024855
"gene3768",76966711,76969039,"3","LOC113889744","protein_coding",NA,3.73380930552717,-0.4174301963279,7.10587073300214,4.58142691783083e-07,8.30233729544682e-05,6.04607086578675
"gene1212",147684549,147709391,"1","SETD4","protein_coding","540440",-0.567836395608219,3.81586672293382,-7.01588827825498,5.56606516805455e-07,9.26200434500509e-05,6.04338722512909
"gene18605",39989230,40001434,"16","TNFSF18","protein_coding","768081",1.19405663816052,2.28144924371861,6.91047467483547,7.00140270488885e-07,0.000108225272198788,6.03915446671358
"gene3655",57735553,57777333,"3","CLCA2","protein_coding","534256",0.722090212009728,3.24686704246007,6.95872206465649,6.30235570065254e-07,9.97529588350399e-05,6.00902293021221
"gene29335",254377,266395,"29","B4GALNT4","protein_coding","100137759",-1.04214472984951,0.946063513801449,-6.85643798955514,7.87963346428576e-07,0.000117915133141462,5.99840781144311
"gene21480",54118736,54153354,"18","GINS2","protein_coding","100299171",0.463670639218972,2.99963046306957,6.93961599510657,6.57017987810783e-07,0.000103001648546222,5.99199643280644
"gene25041",27332093,27838184,"22","FAM19A1","protein_coding","782935",1.74520452917562,5.17063198904594,7.03521463301669,5.33764915453273e-07,9.14747830067451e-05,5.98379929920025
"gene11753",103663668,103835624,"9","WDR27","protein_coding","788957",-0.619035575425275,4.9989370277375,-7.01553201044487,5.57036893357332e-07,9.26200434500509e-05,5.92430654106851
"gene31474",109993724,110043360,"X","LOC113888154","protein_coding",NA,1.45919809587083,-0.0315671336920833,6.84310413260139,8.11325729995683e-07,0.000120317412986117,5.92155304618864
"gene637",82754950,82762873,"1","LOC113891523","protein_coding",NA,3.51918274861455,2.20379026818049,6.81831327778942,8.56671572337931e-07,0.00012479354648013,5.92023518007524
"gene29250",41582074,41586940,"28","SNCG","protein_coding","281494",-1.43223906060646,-1.44924444022,-6.88029175901863,7.4787775042353e-07,0.000112956714805263,5.79008379769193
"gene14667",31206840,31227690,"12","LOC113902348","lncRNA",NA,-0.460721073918612,2.9648252089528,-6.83727398905311,8.21763221893462e-07,0.000120777182103467,5.75391811083943
"gene5379",99092558,99110418,"4","LOC113891676","lncRNA",NA,1.54738925132405,-0.423091169387858,6.78901410458051,9.13636591243372e-07,0.000131924315161905,5.74959296267127
"gene614",82227110,82236125,"1","LOC113891277","lncRNA",NA,1.32795346411392,0.849220628392955,6.73443320924958,1.03035534549316e-06,0.000140170903654238,5.74285672442496
"gene12390",29790952,29805266,"10","LOC113900080","lncRNA",NA,0.868316302441545,0.73728174623321,6.72973219790071,1.0410988640988e-06,0.000140471544278118,5.73215199399942
"gene6334",51734601,51879797,"5","SLC41A2","protein_coding","524417",0.948822715697809,4.65985327831344,6.88023730943055,7.47966825452506e-07,0.000112956714805263,5.67749628924585
"gene15850",53708610,53715082,"13","ACBD7","protein_coding","508284",-1.63321364777649,-0.981248670420357,-6.78074976708342,9.30397636134254e-07,0.000132154415865933,5.66277984256572
"gene18089",66216579,66306449,"15","C15H11orf65","protein_coding","613764",0.789749408083477,2.00401655858818,6.71755628391395,1.06946314131806e-06,0.000142761750488421,5.64032664238133
"gene31564",121527046,121533646,"X","LOC113887074","lncRNA",NA,-2.68434793284013,-0.0980269976766516,-6.69645673271026,1.1205081178881e-06,0.000146386381972666,5.61822470325467
"gene3770",77121519,77157603,"3","LOC113889745","lncRNA",NA,1.36938481114675,-0.888845826153437,6.76373128959919,9.65914899587575e-07,0.000134745128492467,5.60140765049767
"gene9205",91997900,92002817,"7","HSD11B1L","protein_coding","404546",-1.1063695145666,0.757715161942386,-6.64965892137225,1.24284074367609e-06,0.000156171003676734,5.56300349629715
"gene11526",80894147,80920349,"9","ADAT2","protein_coding","615418",0.426079783383103,3.88615590085625,6.77424122878159,9.43819759467813e-07,0.000132788180005125,5.51077398285432
"gene23839",8165442,8237235,"21","PGPEP1L","protein_coding","617726",-1.66425675581475,1.99047359458637,-6.6539634921799,1.23103708906843e-06,0.000155877704024272,5.49317484751881
"gene20475",9817963,9824192,"18","PRRG2","protein_coding","511235",1.96177239176656,-0.841172926319539,6.74164309925532,1.01409876618719e-06,0.000139108998251728,5.46270403892431
"gene18480",28201887,28238010,"16","TMEM63A","protein_coding","534017",0.399189649419541,4.79669771923815,6.78031562188154,9.31286813708053e-07,0.000132154415865933,5.42505744427775
"gene15366",21963381,21982196,"13","PDRG1","protein_coding","768241",-0.509576661021733,3.25708043848531,-6.69868916994029,1.1149910073071e-06,0.000146386381972666,5.41785931731446
"gene26679",30812039,30825281,"24","PSMA8","protein_coding","614703",2.00571023191206,-0.235109031232049,6.61814767418664,1.33286193455176e-06,0.000166213941701943,5.40231377354268
"gene19406",8795654,8819307,"17","USP30","protein_coding","100140210",-0.379568025480885,3.83130506160417,-6.71504213626122,1.0754180827753e-06,0.000142761750488421,5.3773601541864
"gene2476",131555733,131607116,"2","KIF17","protein_coding","530435",0.972033052823414,1.40872525519596,6.56406461980033,1.50327048228771e-06,0.000183298780806949,5.35196483470606
"gene19782",40150266,40247997,"17","LOC113907698","lncRNA",NA,0.987715295070121,5.06372010703201,6.74230858600385,1.0126115876609e-06,0.000139108998251728,5.32961879018995
"gene3746",70205587,70325607,"3","ERICH3","protein_coding","505843",2.7080033134757,1.30668197298303,6.53573703746497,1.60128995497715e-06,0.000189631898912798,5.31930487979742
"gene19379",6609790,6626051,"17","TFIP11","protein_coding","509349",-0.416096488594849,2.53431193082372,-6.6042653870837,1.37461795691902e-06,0.00017013222698379,5.30526913124402
"gene29252",41596581,41604628,"28","FAM25A","protein_coding","781772",-1.63653757166359,-0.28808603924216,-6.54222163981127,1.57828817308453e-06,0.000189631898912798,5.29522009837588
"gene10912",110215113,110220324,"8","LOC113897729","protein_coding",NA,0.847769459795852,-0.281212302947697,6.54161916213481,1.58041089435327e-06,0.000189631898912798,5.28311066357983
"gene14915",76772693,76822126,"12","GGACT","protein_coding","512596",0.484528148145221,4.41839107216208,6.67023694152131,1.18744293303729e-06,0.000152707016568178,5.21637637984612
"gene10214",39666165,39765486,"8","SPATA6L","protein_coding","613587",-0.952843324178065,3.08289184936994,-6.5740851958144,1.47008900671794e-06,0.000180590560743164,5.16493276505942
"gene10666",83924896,84163483,"8","CENPP","protein_coding","504630",0.351642334880539,5.52732318517837,6.65422780902833,1.23031605945316e-06,0.000155877704024272,5.08794823594428
"gene25515",11704416,11806681,"23","CPNE5","protein_coding","508482",-1.12354976185822,1.57155981751845,-6.44611885152138,1.95680165054923e-06,0.000220434521974928,5.07317570773694
"gene28277",32669518,32682587,"26","MORN4","protein_coding","614519",-0.778619687513921,2.09730305475163,-6.4681885752414,1.86235430737299e-06,0.000212890376761575,5.06280405232834
"gene32182",50808,54299,"NW_020867479.1","LOC113888794","protein_coding",NA,-3.85011304724061,-1.89869466842141,-6.67648309223157,1.17113400341817e-06,0.00015179556559265,5.04168056615381
"gene8207",12354686,12356705,"7","LOC113894971","lncRNA",NA,-1.29553445330231,-0.803584227157373,-6.43356250904979,2.01271359523233e-06,0.000222357573765902,5.02318803092255
"gene12260",20947083,20948014,"10","LOC113900028","protein_coding",NA,4.23297158836343,-2.43865943774952,7.14985186478066,4.1672123410403e-07,7.97633515649586e-05,4.96341532379239
"gene30046",26426535,26434644,"29","DBX1","protein_coding","517514",-0.632306967085504,2.39054021142927,-6.44345610620626,1.96852407085319e-06,0.000220434521974928,4.96236759120751
"gene1644",38888856,38933396,"2","GALNT5","protein_coding","504711",1.02402324957458,3.18408669339125,6.45332844929867,1.92541999731576e-06,0.000218581645350446,4.91200211283236
"gene16347",22329743,22335306,"14","MRPL15","protein_coding","510347",-0.506354895429272,4.07481475761024,-6.49710738074501,1.74562298198008e-06,0.000202357041594183,4.86104536453901
"gene26891",53929085,53944581,"24","LOC113882724","protein_coding",NA,0.715035207554939,1.78543152454225,6.34766331687994,2.44181061342536e-06,0.000261004185114252,4.84661140523828
"gene1100",140749606,140860773,"1","BACE2","protein_coding","534774",0.351999369199842,5.26008118334582,6.53747714764758,1.59508400375058e-06,0.000189631898912798,4.84148190905213
"gene12624",49491590,50197625,"10","UNC13C","protein_coding","100337128",1.34799562958514,4.71147529970504,6.49066224589351,1.77097240160008e-06,0.00020385997694223,4.82405292842601
"gene27902",42314135,42317472,"25","LOC113883295","protein_coding",NA,-0.90542192340883,1.44042788328831,-6.31393270047433,2.63498010287166e-06,0.000276270111295353,4.79675569835161
"gene20517",10322995,10339201,"18","NUCB1","protein_coding","505351",0.365789456871002,5.16562683348889,6.5011719480998,1.72982813635842e-06,0.000201948233706355,4.76998085208297
"gene6574",62802458,62825286,"5","GDF11","protein_coding","540517",-0.63972229584876,3.69307865204289,-6.43584148853944,2.00244528703589e-06,0.000222357573765902,4.76400607120713
"gene22865",49310347,49332881,"19","LOC113877499","protein_coding",NA,2.83929819473724,-1.51152662870389,6.51982691916391,1.65919295857185e-06,0.000195085537793223,4.74060209217628
"gene11533",81336502,81370346,"9","ZC2HC1B","protein_coding","768003",-0.670016090984384,2.49424972742046,-6.339517768085,2.48708899396021e-06,0.000264128851158574,4.71496157817518
"gene6359",53743279,53835891,"5","LOC113892729","lncRNA",NA,1.05130244363485,-0.876737159308041,6.29520669364031,2.748907415254e-06,0.000284589716745259,4.7038525643327
"gene6084",23261848,23299328,"5","HEBP1","protein_coding","533227",0.407138403959049,3.82386667615802,6.40380214993367,2.1518657089579e-06,0.000234963152544152,4.68127832613835
"gene10090",22757128,22764113,"8","LOC113896983","lncRNA",NA,-1.39444282334984,-0.90166353269593,-6.24014923856399,3.11397854646228e-06,0.000316414820082195,4.60664609612806
"gene13697",49077141,49098898,"11","VAMP8","protein_coding","507309",0.343684127420598,4.62498481971277,6.39740214979523,2.18305675004002e-06,0.000236416428700058,4.57855346072386
"gene2561",238314,264676,"3","TBX19","protein_coding","514352",1.27193110577154,2.23846847205829,6.22856449224445,3.19691323447029e-06,0.00031893568940979,4.56368055893319
"gene23196",61767415,61781385,"19","LOC113878167","lncRNA",NA,-2.75243072636436,2.27657439585494,-6.22392348914841,3.2307690328198e-06,0.000320371620778595,4.54845655065798
"gene7616",55851663,55941179,"6","DTHD1","protein_coding","100140203",1.51950895446235,0.10508263200306,6.18046874183659,3.56613389195619e-06,0.000335773421766804,4.54401505712502
